Promedio horarios de wspPromedio horarios de wsp
Fecha,Hora,ACO,AJU,ATI,CAM,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
10-01-2007,20,nr,nr,nr,nr,nr,1.7,nr,nr,1.4,nr,0.8,nr,nr,nr,nr,nr,0.5,nr,0.5,0.1,0.2,nr,nr,nr,0.5,1.5,nr,1.1,nr,nr,nr,nr,0.9,1.1,
10-01-2007,21,nr,nr,nr,nr,nr,1,nr,nr,1.8,nr,1.2,nr,nr,nr,nr,nr,0.4,nr,0.5,0.3,0.2,nr,nr,nr,0.6,0.7,nr,0.8,nr,nr,nr,nr,0.9,0.6,
10-01-2007,22,nr,nr,nr,nr,nr,0.5,nr,nr,1.7,nr,0.9,nr,nr,nr,nr,nr,nr,nr,0.4,0.5,0.3,nr,nr,nr,0.9,0.7,nr,1.2,nr,nr,nr,nr,0.4,0.7,
10-01-2007,23,nr,nr,nr,nr,nr,0.9,nr,nr,1.4,nr,0.4,nr,nr,nr,nr,nr,nr,nr,0.3,0.2,0.3,nr,nr,nr,0.5,0.2,nr,0.9,nr,nr,nr,nr,0.5,0.6,
10-01-2007,24,nr,nr,nr,nr,nr,1.1,nr,nr,1.4,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.4,0.3,0.3,nr,nr,nr,0.4,0.2,nr,0.8,nr,nr,nr,nr,0.8,0.9,
11-01-2007,1,nr,nr,nr,nr,nr,0.5,nr,nr,1.6,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.5,0.1,0.3,nr,nr,nr,0.6,0.3,nr,0.5,nr,nr,nr,nr,0.2,1.3,
11-01-2007,2,nr,nr,nr,nr,nr,0.2,nr,nr,2.1,nr,0.5,nr,nr,nr,nr,nr,nr,nr,0.3,0.2,0.2,nr,nr,nr,0.5,0.5,nr,0.6,nr,nr,nr,nr,0.4,0.8,
11-01-2007,3,nr,nr,nr,nr,nr,0.4,nr,nr,2.5,nr,0.5,nr,nr,nr,nr,nr,0.3,nr,0.3,0.3,0.3,nr,nr,nr,0.4,0,nr,0.6,nr,nr,nr,nr,0.5,0.7,
11-01-2007,4,nr,nr,nr,nr,nr,0.3,nr,nr,2,nr,0.6,nr,nr,nr,nr,nr,0.3,nr,0.3,0.2,0.3,nr,nr,nr,0.2,0.4,nr,0.3,nr,nr,nr,nr,0.3,0.7,
11-01-2007,5,nr,nr,nr,nr,nr,0.4,nr,nr,1.5,nr,0.3,nr,nr,nr,nr,nr,0.3,nr,0.4,0.3,0.4,nr,nr,nr,0.2,0.1,nr,0.4,nr,nr,nr,nr,0.4,0.7,
11-01-2007,6,nr,nr,nr,nr,nr,0.4,nr,nr,1.4,nr,0.5,nr,nr,nr,nr,nr,0.3,nr,0.1,0.2,0.4,nr,nr,nr,0.1,0,nr,0.2,nr,nr,nr,nr,0.2,0.9,
11-01-2007,7,nr,nr,nr,nr,nr,0.2,nr,nr,1.5,nr,0.6,nr,nr,nr,nr,nr,0.4,nr,0.2,0.2,0.4,nr,nr,nr,0.2,0.2,nr,0.5,nr,nr,nr,nr,0.4,0.8,
11-01-2007,8,nr,nr,nr,nr,nr,0.1,nr,nr,0.6,nr,0.5,nr,nr,nr,nr,nr,nr,nr,0.4,0.2,0.4,nr,nr,nr,0.2,0.3,nr,0.5,nr,nr,nr,nr,0.5,0.7,
11-01-2007,9,nr,nr,nr,nr,nr,0.3,nr,nr,0.6,nr,0.2,nr,nr,nr,nr,nr,0.5,nr,0.1,0.1,0.3,nr,nr,nr,0.2,0.4,nr,0.3,nr,nr,nr,nr,0.7,0.4,
11-01-2007,10,nr,nr,nr,nr,nr,0.5,nr,nr,0.4,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.4,0.2,0.4,nr,nr,nr,0.2,0.7,nr,0.2,nr,nr,nr,nr,0.6,0.3,
11-01-2007,11,nr,nr,nr,nr,nr,0.8,nr,nr,0.7,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.6,0.2,0.3,nr,nr,nr,0.3,1.1,nr,0.3,nr,nr,nr,nr,0.4,0.3,
11-01-2007,12,nr,nr,nr,nr,nr,1,nr,nr,0.7,nr,0.6,nr,nr,nr,nr,nr,0.4,nr,0.5,0.4,0.7,nr,nr,nr,0.4,1.2,nr,0.8,nr,nr,nr,nr,1.3,0.4,
11-01-2007,13,nr,nr,nr,nr,nr,0.9,nr,nr,0.3,nr,0.4,nr,nr,nr,nr,nr,nr,nr,0.6,0.4,0.7,nr,nr,nr,0.4,1.1,nr,0.8,nr,nr,nr,nr,0.5,0.2,
11-01-2007,14,nr,nr,nr,nr,nr,0.4,nr,nr,0.7,nr,0.6,nr,nr,nr,nr,nr,0.6,nr,0.8,0.3,0.4,nr,nr,nr,0.3,0.2,nr,0.5,nr,nr,nr,nr,0.9,0.2,
11-01-2007,16,nr,nr,nr,nr,nr,0.6,nr,nr,1.3,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.6,0.4,0.4,nr,nr,nr,0.5,1.3,nr,0.6,nr,nr,nr,nr,0.2,1,
11-01-2007,17,nr,nr,nr,nr,nr,0.5,nr,nr,0.8,nr,0.4,nr,nr,nr,nr,nr,0.6,nr,0.2,0.1,0.3,nr,nr,nr,0.4,0.9,nr,0.4,nr,nr,nr,nr,0,0.7,
11-01-2007,18,nr,nr,nr,nr,nr,1.4,nr,nr,1.2,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.4,0.1,0.2,nr,nr,nr,0.2,1.3,nr,0.5,nr,nr,nr,nr,0.4,0.6,
11-01-2007,19,nr,nr,nr,nr,nr,2.2,nr,nr,1.5,nr,0.5,nr,nr,nr,nr,nr,1,nr,0.8,0.4,0.9,nr,nr,nr,0.4,2.1,nr,1,nr,nr,nr,nr,1.3,1.2,
11-01-2007,20,nr,nr,nr,nr,nr,0.9,nr,nr,2.1,nr,1.4,nr,nr,nr,nr,nr,0.7,nr,0.6,0.4,0.5,nr,nr,nr,1.2,1.9,nr,1.3,nr,nr,nr,nr,1.1,1.5,
11-01-2007,21,nr,nr,nr,nr,nr,0.8,nr,nr,2.1,nr,1.3,nr,nr,nr,nr,nr,0.7,nr,1,0.6,0.5,nr,nr,nr,0.8,0.6,nr,nr,nr,nr,nr,nr,0.3,1.1,
11-01-2007,22,nr,nr,nr,nr,nr,0.8,nr,nr,1.7,nr,1.1,nr,nr,nr,nr,nr,0.4,nr,0.7,0.7,0.5,nr,nr,nr,1,0.5,nr,1.2,nr,nr,nr,nr,0.8,0.6,
11-01-2007,23,nr,nr,nr,nr,nr,1,nr,nr,2.3,nr,0.4,nr,nr,nr,nr,nr,1.4,nr,0.5,0.6,0.6,nr,nr,nr,0.8,0.3,nr,1,nr,nr,nr,nr,0.5,0.6,
11-01-2007,24,nr,nr,nr,nr,nr,1.1,nr,nr,2.1,nr,0.4,nr,nr,nr,nr,nr,0.9,nr,nr,0.4,0.4,nr,nr,nr,0.5,0.2,nr,0.3,nr,nr,nr,nr,0.3,0.2,
12-01-2007,1,nr,nr,nr,nr,nr,0.8,nr,nr,0.9,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,nr,0.4,0.4,nr,nr,nr,0.4,0.6,nr,0.5,nr,nr,nr,nr,0.6,0.5,
12-01-2007,2,nr,nr,nr,nr,nr,0.2,nr,nr,1.4,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,nr,0.4,0.3,nr,nr,nr,0.4,0.3,nr,0.3,nr,nr,nr,nr,0.8,0.5,
12-01-2007,3,nr,nr,nr,nr,nr,0.4,nr,nr,1.7,nr,0.4,nr,nr,nr,nr,nr,0.3,nr,nr,0.3,0.1,nr,nr,nr,0.1,0.2,nr,0.1,nr,nr,nr,nr,0.1,0.7,
12-01-2007,4,nr,nr,nr,nr,nr,0.2,nr,nr,2.1,nr,0.6,nr,nr,nr,nr,nr,nr,nr,0.4,0.2,0.2,nr,nr,nr,0.3,0.1,nr,0.5,nr,nr,nr,nr,0.3,0.7,
12-01-2007,5,nr,nr,nr,nr,nr,0.2,nr,nr,1.7,nr,0.5,nr,nr,nr,nr,nr,nr,nr,0.4,0.3,0.3,nr,nr,nr,0.3,0.3,nr,0.6,nr,nr,nr,nr,0.2,0.6,
12-01-2007,6,nr,nr,nr,nr,nr,0.3,nr,nr,1.3,nr,0.6,nr,nr,nr,nr,nr,nr,nr,0.4,0.3,0.4,nr,nr,nr,0.2,0.1,nr,0.6,nr,nr,nr,nr,0.3,0.7,
12-01-2007,7,nr,nr,nr,nr,nr,0.2,nr,nr,1.8,nr,0.6,nr,nr,nr,nr,nr,nr,nr,0.4,0.1,0.3,nr,nr,nr,0.3,0.4,nr,0.6,nr,nr,nr,nr,0.2,0.5,
12-01-2007,8,nr,nr,nr,nr,nr,0.3,nr,nr,1.6,nr,0.5,nr,nr,nr,nr,nr,nr,nr,0.4,0.4,0.4,nr,nr,nr,0.3,0.4,nr,0.5,nr,nr,nr,nr,0.2,0.4,
12-01-2007,9,nr,nr,nr,nr,nr,0.2,nr,nr,0.8,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.2,0.2,0.5,nr,nr,nr,0.1,0.4,nr,0.3,nr,nr,nr,nr,0.8,0.7,
12-01-2007,10,nr,nr,nr,nr,nr,0.3,nr,nr,0.4,nr,0.2,nr,nr,nr,nr,nr,0.3,nr,0.4,0.2,nr,nr,nr,nr,0.2,0.4,nr,0.3,nr,nr,nr,nr,0.4,0.3,
12-01-2007,11,nr,nr,nr,nr,nr,0.3,nr,nr,0.8,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,0.7,0.4,nr,nr,nr,nr,0.4,0.6,nr,nr,nr,nr,nr,nr,0.7,0.6,
12-01-2007,12,nr,nr,nr,nr,nr,0,nr,nr,0.6,nr,0.3,nr,nr,nr,nr,nr,0.5,nr,0.8,0.4,nr,nr,nr,nr,0.4,0.9,nr,nr,nr,nr,nr,nr,1,0.5,
12-01-2007,13,nr,nr,nr,nr,nr,0.4,nr,nr,0.8,nr,0.8,nr,nr,nr,nr,nr,0.6,nr,0.4,0.3,nr,nr,nr,nr,0.7,1.4,nr,nr,nr,nr,nr,nr,1.3,1,
12-01-2007,14,nr,nr,nr,nr,nr,0.4,nr,nr,1.3,nr,0.3,nr,nr,nr,nr,nr,0.5,nr,0.6,0.4,nr,nr,nr,nr,0.7,1.7,nr,nr,nr,nr,nr,nr,1.6,0.7,
12-01-2007,16,nr,nr,nr,nr,nr,0.2,nr,nr,1.8,nr,0.5,nr,nr,nr,nr,nr,0.7,nr,0.6,0.7,nr,nr,nr,nr,0.5,1.9,nr,nr,nr,nr,nr,nr,1.9,0.4,
12-01-2007,17,nr,nr,nr,nr,nr,2.2,nr,nr,1.3,nr,0.4,nr,nr,nr,nr,nr,0.7,nr,0.7,0.5,nr,nr,nr,nr,0.8,2.1,nr,0.8,nr,nr,nr,nr,1.7,1,
12-01-2007,18,nr,nr,nr,nr,nr,2.1,nr,nr,2.1,nr,0.7,nr,nr,nr,nr,nr,1.5,nr,0.4,0.5,nr,nr,nr,nr,0.8,1.7,nr,0.7,nr,nr,nr,nr,1.9,2,
12-01-2007,19,nr,nr,nr,nr,nr,1.9,nr,nr,2.8,nr,0.6,nr,nr,nr,nr,nr,0.9,nr,0.5,0.3,nr,nr,nr,nr,0.9,1.6,nr,0.8,nr,nr,nr,nr,1.6,1.7,
12-01-2007,20,nr,nr,nr,nr,nr,1.8,nr,nr,2.7,nr,0.6,nr,nr,nr,nr,nr,0.8,nr,0.7,0.4,nr,nr,nr,nr,1,1.6,nr,0.7,nr,nr,nr,nr,1.1,1.4,
12-01-2007,21,nr,nr,nr,nr,nr,1.6,nr,nr,2.4,nr,0.5,nr,nr,nr,nr,nr,0.7,nr,0.4,0.3,nr,nr,nr,nr,0.7,0.1,nr,0.7,nr,nr,nr,nr,0.6,1.3,
12-01-2007,22,nr,nr,nr,nr,nr,1,nr,nr,2.5,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.4,nr,nr,nr,nr,nr,0.5,0.3,nr,0.3,nr,nr,nr,nr,0.4,0.8,
12-01-2007,23,nr,nr,nr,nr,nr,0.4,nr,nr,2.5,nr,0.3,nr,nr,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,0.3,0.3,nr,0.8,nr,nr,nr,nr,0.8,0.4,
12-01-2007,24,nr,nr,nr,nr,nr,0.1,nr,nr,2.5,nr,0.3,nr,nr,nr,nr,nr,0.3,nr,0.5,nr,nr,nr,nr,nr,0.4,0.5,nr,0.7,nr,nr,nr,nr,0.6,0.3,
13-01-2007,1,nr,nr,nr,nr,nr,0.2,nr,nr,2,nr,0.6,nr,nr,nr,nr,nr,nr,nr,0.4,0.4,nr,nr,nr,nr,0.8,0.4,nr,0.4,nr,nr,nr,nr,0.4,0.5,
13-01-2007,2,nr,nr,nr,nr,nr,0.1,nr,nr,2,nr,0.4,nr,nr,nr,nr,nr,nr,nr,0.4,0.4,nr,nr,nr,nr,0.6,0,nr,0,nr,nr,nr,nr,0.7,0.7,
13-01-2007,3,nr,nr,nr,nr,nr,0.3,nr,nr,1.6,nr,0.4,nr,nr,nr,nr,nr,nr,nr,0.7,0.3,nr,nr,nr,nr,0.3,0.7,nr,0.5,nr,nr,nr,nr,0.2,0.1,
13-01-2007,4,nr,nr,nr,nr,nr,0.5,nr,nr,1.6,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,0.4,0.2,nr,nr,nr,nr,0.3,0.9,nr,0.4,nr,nr,nr,nr,0.3,0.7,
13-01-2007,5,nr,nr,nr,nr,nr,0.2,nr,nr,2,nr,0.6,nr,nr,nr,nr,nr,nr,nr,0.5,0.3,nr,nr,nr,nr,0.4,0,nr,0.3,nr,nr,nr,nr,0.2,0.6,
13-01-2007,6,nr,nr,nr,nr,nr,0.4,nr,nr,2.2,nr,0.5,nr,nr,nr,nr,nr,nr,nr,0.6,0.4,nr,nr,nr,nr,0.4,0.7,nr,0.3,nr,nr,nr,nr,0.3,0.7,
13-01-2007,7,nr,nr,nr,nr,nr,0.1,nr,nr,2.1,nr,0.7,nr,nr,nr,nr,nr,0.3,nr,0.6,0.2,nr,nr,nr,nr,0.3,0.3,nr,0.1,nr,nr,nr,nr,0.4,0.8,
13-01-2007,8,nr,nr,nr,nr,nr,0.1,nr,nr,1.5,nr,0.7,nr,nr,nr,nr,nr,0.4,nr,0.2,0.3,nr,nr,nr,nr,0.2,0.4,nr,0.4,nr,nr,nr,nr,0.2,0.5,
13-01-2007,9,nr,nr,nr,nr,nr,0.2,nr,nr,1.1,nr,0.2,nr,nr,nr,nr,nr,0.4,nr,0.1,0.2,nr,nr,nr,nr,0.1,0.3,nr,0.1,nr,nr,nr,nr,0.5,0.6,
13-01-2007,10,nr,nr,nr,nr,nr,0.4,nr,nr,1.1,nr,0.2,nr,nr,nr,nr,nr,0.4,nr,0.5,0.4,nr,nr,nr,nr,0.3,0.3,nr,0.1,nr,nr,nr,nr,1.1,0.4,
13-01-2007,11,nr,nr,nr,nr,nr,0.3,nr,nr,1.2,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.6,0.3,nr,nr,nr,nr,0.4,0.7,nr,0.3,nr,nr,nr,nr,0.8,0.4,
13-01-2007,12,nr,nr,nr,nr,nr,0.7,nr,nr,0.8,nr,0.4,nr,nr,nr,nr,nr,0.6,nr,0.7,0.4,nr,nr,nr,nr,0.5,0.2,nr,0.4,nr,nr,nr,nr,1.1,1.1,
13-01-2007,13,nr,nr,nr,nr,nr,0.4,nr,nr,1,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.8,0.3,nr,nr,nr,nr,0.4,0.1,nr,0.4,nr,nr,nr,nr,1.1,0.6,
13-01-2007,14,nr,nr,nr,nr,nr,0.2,nr,nr,1.1,nr,0.8,nr,nr,nr,nr,nr,0.6,nr,1,0.4,nr,nr,nr,nr,0.4,0.6,nr,0.6,nr,nr,nr,nr,1.2,0.6,
13-01-2007,16,nr,nr,nr,nr,nr,0.4,nr,nr,1.7,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.4,0.3,nr,nr,nr,nr,0.3,1.7,nr,0.7,nr,nr,nr,nr,1,0.5,
13-01-2007,17,nr,nr,nr,nr,nr,1.8,nr,nr,1.3,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,0.4,0.2,nr,nr,nr,nr,0.3,1.8,nr,0.3,nr,nr,nr,nr,0.4,0.5,
13-01-2007,18,nr,nr,nr,nr,nr,2.5,nr,nr,2,nr,0.3,nr,nr,nr,nr,nr,1.4,nr,0.2,0.1,nr,nr,nr,nr,0.3,2,nr,0.1,nr,nr,nr,nr,0.6,1,
13-01-2007,19,nr,nr,nr,nr,nr,2.2,nr,nr,2.6,nr,0.5,nr,nr,nr,nr,nr,1.1,nr,0.2,0.2,nr,nr,nr,nr,0.6,1.7,nr,0.7,nr,nr,nr,nr,0.7,1.7,
13-01-2007,20,nr,nr,nr,nr,nr,1.5,nr,nr,3,nr,0.7,nr,nr,nr,nr,nr,0.8,nr,0.3,0.5,nr,nr,nr,nr,0.6,1,nr,1,nr,nr,nr,nr,1.2,1,
13-01-2007,21,nr,nr,nr,nr,nr,0.6,nr,nr,2.5,nr,1,nr,nr,nr,nr,nr,0.6,nr,0.6,0.6,nr,nr,nr,nr,0.7,0.8,nr,0.2,nr,nr,nr,nr,0.9,0.8,
13-01-2007,22,nr,nr,nr,nr,nr,0.6,nr,nr,2.1,nr,0.9,nr,nr,nr,nr,nr,nr,nr,0.4,0.5,nr,nr,nr,nr,0.8,0.3,nr,0.9,nr,nr,nr,nr,0.8,0.8,
13-01-2007,23,nr,nr,nr,nr,nr,0.1,nr,nr,1.7,nr,0.9,nr,nr,nr,nr,nr,0.5,nr,0.4,0.4,nr,nr,nr,nr,0.7,0.6,nr,0.9,nr,nr,nr,nr,0.2,0.6,
13-01-2007,24,nr,nr,nr,nr,nr,0.1,nr,nr,1.7,nr,0.6,nr,nr,nr,nr,nr,0.9,nr,0.6,0.4,nr,nr,nr,nr,0.7,0.7,nr,0.8,nr,nr,nr,nr,0.8,0.9,
14-01-2007,1,nr,nr,nr,nr,nr,0.3,nr,nr,1.7,nr,0.4,nr,nr,nr,nr,nr,0.6,nr,0.5,0.3,nr,nr,nr,nr,0.7,0.7,nr,0.6,nr,nr,nr,nr,0.5,1,
14-01-2007,2,nr,nr,nr,nr,nr,0.7,nr,nr,0.9,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.4,0.3,nr,nr,nr,nr,0.4,0.4,nr,0.5,nr,nr,nr,nr,0.8,0.4,
14-01-2007,3,nr,nr,nr,nr,nr,0.2,nr,nr,1.5,nr,0.6,nr,nr,nr,nr,nr,0.3,nr,0.5,0.4,nr,nr,nr,nr,0.5,0.1,nr,0.5,nr,nr,nr,nr,0.1,0.7,
14-01-2007,4,nr,nr,nr,nr,nr,0.5,nr,nr,1.3,nr,0.5,nr,nr,nr,nr,nr,0.3,nr,0.4,0.2,nr,nr,nr,nr,0.4,0.4,nr,0.6,nr,nr,nr,nr,0.4,0.6,
14-01-2007,5,nr,nr,nr,nr,nr,0.2,nr,nr,1.4,nr,0.5,nr,nr,nr,nr,nr,0.3,nr,0.2,0.3,nr,nr,nr,nr,0.4,0.5,nr,0.4,nr,nr,nr,nr,0.2,0.5,
14-01-2007,6,nr,nr,nr,nr,nr,0.1,nr,nr,1.7,nr,0.4,nr,nr,nr,nr,nr,0.3,nr,0.2,0.3,nr,nr,nr,nr,0.3,0.7,nr,0.3,nr,nr,nr,nr,0.4,0.5,
14-01-2007,7,nr,nr,nr,nr,nr,0.1,nr,nr,1.3,nr,0.6,nr,nr,nr,nr,nr,nr,nr,0.4,0.2,nr,nr,nr,nr,0.3,0.1,nr,0,nr,nr,nr,nr,0.3,0.7,
14-01-2007,8,nr,nr,nr,nr,nr,0.4,nr,nr,0.4,nr,0.6,nr,nr,nr,nr,nr,0.4,nr,0.3,0.1,nr,nr,nr,nr,0.3,0.2,nr,0.2,nr,nr,nr,nr,0.2,0.6,
14-01-2007,9,nr,nr,nr,nr,nr,0.3,nr,nr,0.3,nr,0.2,nr,nr,nr,nr,nr,0.4,nr,0.4,0.2,nr,nr,nr,nr,0,0.8,nr,0.1,nr,nr,nr,nr,0.8,1,
14-01-2007,10,nr,nr,nr,nr,nr,0.3,nr,nr,0.8,nr,0.1,nr,nr,nr,nr,nr,0.4,nr,0.2,0.2,nr,nr,nr,nr,0.4,0.6,nr,0.5,nr,nr,nr,nr,1,0.3,
14-01-2007,11,nr,nr,nr,nr,nr,0.6,nr,nr,0.6,nr,0.6,nr,nr,nr,nr,nr,0.5,nr,0.6,nr,nr,nr,nr,nr,0.5,0.4,nr,0.6,nr,nr,nr,nr,1.2,0.3,
14-01-2007,12,nr,nr,nr,nr,nr,0.4,nr,nr,0.6,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,0.6,nr,nr,nr,nr,nr,0.2,0.2,nr,0.3,nr,nr,nr,nr,1,0.5,
14-01-2007,13,nr,nr,nr,nr,nr,0.6,nr,nr,0.8,nr,0.4,nr,nr,nr,nr,nr,0.5,nr,0.5,nr,nr,nr,nr,nr,0.3,0.4,nr,0.1,nr,nr,nr,nr,1,0.8,
14-01-2007,14,nr,nr,nr,nr,nr,0.9,nr,nr,0.7,nr,0.6,nr,nr,nr,nr,nr,0.5,nr,0.1,0.4,nr,nr,nr,nr,0.4,0.7,nr,0.4,nr,nr,nr,nr,1.4,0.8,
14-01-2007,16,nr,nr,nr,nr,nr,0.8,nr,nr,1,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,0.5,0.3,nr,nr,nr,nr,0.2,2,nr,0.4,nr,nr,nr,nr,1.4,0.5,
14-01-2007,17,nr,nr,nr,nr,nr,1.8,nr,nr,0.8,nr,0.4,nr,nr,nr,nr,nr,0.6,nr,0.6,0.4,nr,nr,nr,nr,0.4,1.9,nr,0.5,nr,nr,nr,nr,1.5,0.6,
14-01-2007,18,nr,nr,nr,nr,nr,2.2,nr,nr,0.6,nr,0.7,nr,nr,nr,nr,nr,1.6,nr,1.1,0.6,nr,nr,nr,nr,0.7,1.4,nr,0.4,nr,nr,nr,nr,1,1.3,
14-01-2007,19,nr,nr,nr,nr,nr,2.2,nr,nr,0.6,nr,0.7,nr,nr,nr,nr,nr,1.3,nr,0.6,0.7,nr,nr,nr,nr,1.2,1.8,nr,1,nr,nr,nr,nr,0.8,1.7,
14-01-2007,20,nr,nr,nr,nr,nr,2.1,nr,nr,2.3,nr,0.4,nr,nr,nr,nr,nr,0.8,nr,0.6,0.3,nr,nr,nr,nr,0.7,1.4,nr,1.1,nr,nr,nr,nr,1.1,0.7,
14-01-2007,21,nr,nr,nr,nr,nr,1.8,nr,nr,3.2,nr,0.3,nr,nr,nr,nr,nr,0.6,nr,0.4,0.4,nr,nr,nr,nr,0.2,0.5,nr,0.8,nr,nr,nr,nr,0.8,0.5,
14-01-2007,22,nr,nr,nr,nr,nr,0.8,nr,nr,3,nr,0.7,nr,nr,nr,nr,nr,0.4,nr,0.4,0.5,nr,nr,nr,nr,0.5,0.6,nr,0,nr,nr,nr,nr,0.6,1.1,
14-01-2007,23,nr,nr,nr,nr,nr,0.7,nr,nr,2.3,nr,0.8,nr,nr,nr,nr,nr,nr,nr,0.5,0.4,nr,nr,nr,nr,0.5,0.9,nr,0.7,nr,nr,nr,nr,0.7,0.8,
14-01-2007,24,nr,nr,nr,nr,nr,0.5,nr,nr,1.7,nr,0.2,nr,nr,nr,nr,nr,0.3,nr,0.2,0.2,nr,nr,nr,nr,0.2,0.5,nr,0.9,nr,nr,nr,nr,0.2,0.9,
15-01-2007,1,nr,nr,nr,nr,nr,0.1,nr,nr,1.7,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.3,0.2,nr,nr,nr,nr,0.4,0.4,nr,0.8,nr,nr,nr,nr,0.4,0.9,
15-01-2007,2,nr,nr,nr,nr,nr,0.5,nr,nr,1.5,nr,0.4,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,0.3,0.3,nr,0.4,nr,nr,nr,nr,0.4,0.6,
15-01-2007,3,nr,nr,nr,nr,nr,0.1,nr,nr,0.9,nr,0.5,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,nr,nr,0.5,0,nr,0.2,nr,nr,nr,nr,0.5,0.7,
15-01-2007,4,nr,nr,nr,nr,nr,0.4,nr,nr,1.3,nr,0.5,nr,nr,nr,nr,nr,0.4,nr,nr,nr,nr,nr,nr,nr,0.5,0.5,nr,0.4,nr,nr,nr,nr,0.4,0.3,
15-01-2007,5,nr,nr,nr,nr,nr,0.3,nr,nr,1.4,nr,0.6,nr,nr,nr,nr,nr,0.3,nr,nr,nr,nr,nr,nr,nr,0.5,0.3,nr,0.2,nr,nr,nr,nr,0.1,0,
15-01-2007,6,nr,nr,nr,nr,nr,0.3,nr,nr,1.7,nr,0.4,nr,nr,nr,nr,nr,nr,nr,0.1,nr,nr,nr,nr,nr,0.2,0.8,nr,0,nr,nr,nr,nr,0.4,0.8,
15-01-2007,7,nr,nr,nr,nr,nr,0,nr,nr,1.2,nr,0.5,nr,nr,nr,nr,nr,0.3,nr,0.1,nr,nr,nr,nr,nr,0.4,0.4,nr,0.5,nr,nr,nr,nr,0.2,0.6,
15-01-2007,8,nr,nr,nr,nr,nr,0.2,nr,nr,1.4,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.2,nr,nr,nr,nr,nr,0.2,0.3,nr,0.1,nr,nr,nr,nr,0,0.4,
15-01-2007,9,nr,nr,nr,nr,nr,0.1,nr,nr,1.4,nr,0.4,nr,nr,nr,nr,nr,0.4,nr,0.2,nr,nr,nr,nr,nr,0.2,0.5,nr,0.4,nr,nr,nr,nr,0.7,0.3,
15-01-2007,10,nr,nr,nr,nr,nr,0.5,nr,nr,0.6,nr,0.2,nr,nr,nr,nr,nr,0.4,nr,0.3,nr,nr,nr,nr,nr,0.3,0.4,nr,0.6,nr,nr,nr,nr,0.8,0.4,
15-01-2007,11,nr,nr,nr,nr,nr,0.7,nr,nr,0.3,nr,0.4,nr,nr,nr,nr,nr,0.3,nr,0.7,0.4,nr,nr,nr,nr,0.2,0.6,nr,0.3,nr,nr,nr,nr,0.9,0.6,
15-01-2007,12,nr,nr,nr,nr,nr,0.8,nr,nr,0.4,nr,0.3,nr,nr,nr,nr,nr,0.4,nr,0.6,0.4,nr,nr,nr,nr,0.3,0.3,nr,0,nr,nr,nr,nr,0.8,0.5,
15-01-2007,13,nr,nr,nr,nr,nr,0.7,nr,nr,1,nr,0.5,nr,nr,nr,nr,nr,0.5,nr,1,0.6,nr,nr,nr,nr,0.4,0.6,nr,0.6,nr,nr,nr,nr,0.4,1,
15-01-2007,14,nr,nr,nr,nr,nr,0.8,nr,nr,0.5,nr,0.5,nr,nr,nr,nr,nr,0.7,nr,0.6,0.5,nr,nr,nr,nr,0.6,0.6,nr,0.6,nr,nr,nr,nr,1.2,0.6,
15-01-2007,16,nr,nr,nr,nr,nr,0.8,nr,nr,0.7,nr,nr,nr,nr,nr,nr,nr,0.4,nr,0.9,0.5,nr,nr,nr,nr,0.7,0.6,nr,0.7,nr,nr,nr,nr,0.6,0.7,
15-01-2007,17,nr,nr,nr,nr,nr,0.4,nr,nr,0.8,nr,nr,nr,nr,nr,nr,nr,0.4,nr,0.7,0.5,nr,nr,nr,nr,0.8,1.3,nr,0.4,nr,nr,nr,nr,1.4,1.3,
